property_id,Property_Title,Address,Market,Flood,Street_Address,City,State,Zip,Property_Type,Highway,Train,Tax_Rate,SQFT_Basement,HTW,Pool,Commercial,Water,Sewage,Year_Built,SQFT_MU,SQFT_Total,Parking,Bed,Bath,BasementYesNo,Layout,Rent_Restricted,Neighborhood_Rating,Latitude,Longitude,Subdivision,School_Average
1587,"345 Mcdaniel Brook, South Kathryn, MS 82406","345 Mcdaniel Brook, South Kathryn, MS 82406",Tampa,Minimal Flood,345 Mcdaniel Brook,South Kathryn,MS,82406,Townhouse,,,3.39,1409,Yes,Yes,No,,City,2020,1639,5560,Garage,5,4,Yes,,No,3,39.039287,-114.795654,Corner,6.3
1588,"59383 Deleon Gateway Suite 041, New Shawn, WV 90855","59383 Deleon Gateway Suite 041, New Shawn, WV 90855",Tampa,Flood Zone,59383 Deleon Gateway Suite 041,New Shawn,WV,90855,Duplex,Near,Near,3.15,208,No,No,No,Well,Septic,1989,801,5654,Street,3,2,Yes,Split,Yes,2,33.851809,-93.506325,Loop,6.78
1589,"72224 Howard Overpass Apt. 731, North Jacob, OH 30868","72224 Howard Overpass Apt. 731, North Jacob, OH 30868", ,Flood Zone,72224 Howard Overpass Apt. 731,North Jacob,OH,30868,Single Family Home,Far,Far,1.77,1750,No,,No,Well,City,1972,2191,8152,Driveway,2,1,,Ranch,Yes,2,34.055657,-99.542151,Fields,8.61
1590,"6400 Browning Pass, South Suzanne, NJ 15387","6400 Browning Pass, South Suzanne, NJ 15387",Florida,,6400 Browning Pass,South Suzanne,NJ,15387,Single Family Home,Far,Near,2.88,1687,No,Yes,,City,City,1944,722,4108,,3,1,No,Ranch,,2,36.501436,-98.332849,Roads,4.74
1591,"5792 Jerry Well Suite 517, Ericchester, MH 15187","5792 Jerry Well Suite 517, Ericchester, MH 15187",Chicgo,Minimal Flood,5792 Jerry Well Suite 517,Ericchester,MH,15187,SFR,Far,Near,3.4,264,No,,Yes,Well,,2004,1380,4207,Driveway,6,1,,Colonial,No,2,34.132788,-92.045512,Stream,7.76
1592,"39559 Hernandez Ranch Apt. 168, East Laura, OH 80471","39559 Hernandez Ranch Apt. 168, East Laura, OH 80471",Dallas,,39559 Hernandez Ranch Apt. 168,East Laura,OH,80471,Condo,Near,Far,1.46,1849,No,Yes,No,City,,1928,2488,6094,Garage,6,1,Yes,,No,4,40.05322,-100.76545,Pass,4.64
1593,"77857 Nicholas Squares, Davisside, FL 81185","77857 Nicholas Squares, Davisside, FL 81185",Tampa,,77857 Nicholas Squares,Davisside,FL,81185,Duplex,,,2.85,1209,No,,Yes,Well,,1976,2808,9869,Garage,4,3,,Ranch,No,3,35.696367,-110.66,Land,8.16
1594,"5170 Collier Prairie, Lopezton, KY 13200","5170 Collier Prairie, Lopezton, KY 13200",Florida,,5170 Collier Prairie,Lopezton,KY,13200,Single Family Home,Far,Far,1.86,688,No,,,,City,1994,1256,6072,,1,3,,Colonial,Yes,4,40.510782,-88.819919,Ranch,3.67
1595,"46354 Bray Knolls, Lake Melissaberg, AK 27412","46354 Bray Knolls, Lake Melissaberg, AK 27412",Florida,Minimal Flood,46354 Bray Knolls,Lake Melissaberg,AK,27412,SFR,Near,Near,2.58,83,Yes,No,,City,,1962,2621,4942,Street,5,1,,Colonial,,3,36.364331,-111.750992,Mountains,5.6
1596,"73719 Christine Courts, South Douglasmouth, RI 50875","73719 Christine Courts, South Douglasmouth, RI 50875",Dalas,Minimal Flood,73719 Christine Courts,South Douglasmouth,RI,50875,Townhouse,Far,Far,1.75,258,,,,,,1991,2668,8208,Garage,2,4,,,Yes,4,34.843209,-112.942696,Corners,9.88
1597,"8853 Brandon Center, Jonside, ND 89193","8853 Brandon Center, Jonside, ND 89193",Chicago,,8853 Brandon Center,Jonside,ND,89193,Townhouse,Far,Near,3.21,1379,,,,Well,,1953,1858,9442,Garage,2,1,Yes,,No,3,41.388409,-78.98314,Mount,8.86
1598,"0477 Bell Mall, Port Christinatown, CT 30738","0477 Bell Mall, Port Christinatown, CT 30738", ,Minimal Flood,0477 Bell Mall,Port Christinatown,CT,30738,Townhouse,Near,,1.62,1974,Yes,Yes,No,City,Septic,2015,2414,8666,,3,3,Yes,Split,,5,33.622955,-88.124393,Haven,7.32
1599,"45835 Taylor Trail, West Christyport, VI 96529","45835 Taylor Trail, West Christyport, VI 96529",Dalas,,45835 Taylor Trail,West Christyport,VI,96529,Duplex,Far,Far,2.31,1553,No,Yes,Yes,,Septic,2024,3180,8372,Garage,1,1,,,,2,35.562492,-77.203407,Forges,3.75
1600,"8275 Jacqueline Forges Apt. 501, Monicaview, OR 82959","8275 Jacqueline Forges Apt. 501, Monicaview, OR 82959",Florida,,8275 Jacqueline Forges Apt. 501,Monicaview,OR,82959,Condo,,Near,2.93,661,,,No,City,,1968,809,6587,,1,3,No,Ranch,Yes,2,35.705928,-103.454836,Mall,3.64
1601,"385 Dean Drive Suite 516, Lisaton, OK 40770","385 Dean Drive Suite 516, Lisaton, OK 40770",Dalas,Minimal Flood,385 Dean Drive Suite 516,Lisaton,OK,40770,SFR,Far,Far,2.17,1830,,,No,City,,2013,1841,8659,Garage,2,1,No,Split,Yes,5,40.81842,-115.024719,Valleys,3.31
1602,"201 Tammie Parkway, Jesseborough, MA 49648","201 Tammie Parkway, Jesseborough, MA 49648",Chicgo,Minimal Flood,201 Tammie Parkway,Jesseborough,MA,49648,Duplex,,Near,1.51,455,Yes,,No,City,,1987,3176,9110,Driveway,5,1,Yes,Colonial,,2,33.891325,-93.593391,Parkways,8.6
1603,"3451 Gonzalez Glens, New Kathleenborough, NH 67058","3451 Gonzalez Glens, New Kathleenborough, NH 67058",Chicago,Minimal Flood,3451 Gonzalez Glens,New Kathleenborough,NH,67058,Townhouse,Far,Far,2.79,1732,,Yes,Yes,City,Septic,1927,3013,7732,Street,1,3,Yes,Ranch,Yes,5,37.024119,-117.782547,Dale,9.07
1604,"41369 Megan Vista Suite 880, West Garyhaven, NJ 81845","41369 Megan Vista Suite 880, West Garyhaven, NJ 81845",Atlanta,Flood Zone,41369 Megan Vista Suite 880,West Garyhaven,NJ,81845,Townhouse,Far,Far,1.18,868,Yes,Yes,Yes,Well,City,1942,1170,8302,Street,2,2,No,Split,Yes,4,36.166857,-94.255844,Gateway,6.28
1605,"79023 Snyder Burgs, Andremouth, SC 16825","79023 Snyder Burgs, Andremouth, SC 16825",Chicgo,Minimal Flood,79023 Snyder Burgs,Andremouth,SC,16825,Townhouse,Far,,3.03,446,Yes,No,Yes,,City,1935,1001,6253,Garage,6,3,Yes,Split,No,2,34.812509,-113.540625,Bypass,3.17
1606,"067 Sutton Road, East Kimberly, IA 06913","067 Sutton Road, East Kimberly, IA 06913",Dallas,,067 Sutton Road,East Kimberly,IA,06913,Condo,Near,,2.31,1412,Yes,,No,,Septic,1970,2565,7392,Driveway,3,3,,Colonial,,1,39.079042,-73.371579,Knolls,5.09
1607,"250 David Valleys Suite 885, Lake Vickiview, CT 43003","250 David Valleys Suite 885, Lake Vickiview, CT 43003",Chicago,,250 David Valleys Suite 885,Lake Vickiview,CT,43003,Single Family Home,Near,,2.97,1857,No,No,,City,,2003,2995,5973,,5,4,,Colonial,Yes,1,37.964053,-89.763914,Walk,6.78
1608,"492 John Via Suite 259, Port John, WV 83491","492 John Via Suite 259, Port John, WV 83491",Tampa,Flood Zone,492 John Via Suite 259,Port John,WV,83491,Condo,,Far,3.27,1265,No,Yes,Yes,,,2003,1502,8864,Driveway,1,3,No,Ranch,,2,39.656779,-92.395175,Villages,9.18
1609,"844 Frazier Turnpike Suite 620, North Peter, AS 66185","844 Frazier Turnpike Suite 620, North Peter, AS 66185",Atlanta,,844 Frazier Turnpike Suite 620,North Peter,AS,66185,Condo,Far,Far,2.28,820,,Yes,No,Well,,1982,771,5058,Garage,6,4,No,Split,Yes,1,41.775889,-117.195993,Keys,3.91
1610,"31341 Roberts Mall Suite 929, Valerieview, OH 71532","31341 Roberts Mall Suite 929, Valerieview, OH 71532",Florida,Flood Zone,31341 Roberts Mall Suite 929,Valerieview,OH,71532,Condo,Near,,1.43,445,,No,Yes,,Septic,2018,2078,3939,,5,4,,Split,Yes,3,38.845672,-93.337265,Row,9.46
1611,"4921 Curtis Rapid Apt. 125, West Tammyfort, ID 44704","4921 Curtis Rapid Apt. 125, West Tammyfort, ID 44704",Florida,Flood Zone,4921 Curtis Rapid Apt. 125,West Tammyfort,ID,44704,Townhouse,Far,Far,1.89,1701,Yes,,Yes,Well,City,1924,923,9450,Driveway,1,4,,,,3,36.116052,-110.813736,Village,6.78
1612,"27866 Lane Drive, East Amanda, VT 44539","27866 Lane Drive, East Amanda, VT 44539",Chicgo,,27866 Lane Drive,East Amanda,VT,44539,SFR,Near,,1.04,1184,,Yes,Yes,City,,2012,922,7360,Garage,6,2,,Colonial,Yes,5,33.904892,-91.832859,Junction,8.21
1613,"467 Johnson Overpass, West Kristin, PA 58363","467 Johnson Overpass, West Kristin, PA 58363",Florida,,467 Johnson Overpass,West Kristin,PA,58363,Condo,Near,Near,1.57,1303,,,Yes,City,Septic,2015,2210,8212,Street,5,4,Yes,,No,4,34.3812,-77.429787,Isle,4.95
1614,"629 Morton Fall, Christopherstad, WV 49131","629 Morton Fall, Christopherstad, WV 49131", ,,629 Morton Fall,Christopherstad,WV,49131,Townhouse,,,2.12,1973,No,No,No,,Septic,1975,965,8694,Garage,4,2,No,Ranch,,2,33.606471,-87.090316,Estates,8.54
1615,"69851 Bailey Roads, Port Markview, MP 76125","69851 Bailey Roads, Port Markview, MP 76125",Tampa,Minimal Flood,69851 Bailey Roads,Port Markview,MP,76125,Townhouse,,,1.03,1799,Yes,Yes,,City,Septic,1992,2244,4207,Driveway,2,4,,Split,,5,34.886335,-116.227207,Island,3.73
1616,"2105 Carney Ramp Suite 439, Stricklandview, CT 17045","2105 Carney Ramp Suite 439, Stricklandview, CT 17045",Tampa,Minimal Flood,2105 Carney Ramp Suite 439,Stricklandview,CT,17045,SFR,,Far,1.79,119,No,Yes,,City,City,2022,1360,9522,Garage,2,3,Yes,Colonial,Yes,3,35.356314,-111.881034,Unions,4.91
1617,"916 Cindy Mountains Apt. 802, East Alex, NC 35190","916 Cindy Mountains Apt. 802, East Alex, NC 35190", ,Flood Zone,916 Cindy Mountains Apt. 802,East Alex,NC,35190,Single Family Home,Near,,3.06,1081,No,Yes,Yes,Well,Septic,2014,1964,4957,Driveway,3,2,No,Split,No,3,40.41136,-104.205041,Ranch,6.62
1618,"46616 Jennifer Skyway, Kristychester, IN 88704","46616 Jennifer Skyway, Kristychester, IN 88704",Dallas,Flood Zone,46616 Jennifer Skyway,Kristychester,IN,88704,Single Family Home,,,2.07,1909,,,,,City,1924,3088,9652,Driveway,5,2,Yes,Colonial,No,4,35.949282,-99.270816,Brooks,6.75
1619,"101 Grant Streets Suite 092, New Brandonhaven, ME 71140","101 Grant Streets Suite 092, New Brandonhaven, ME 71140",Florida,Minimal Flood,101 Grant Streets Suite 092,New Brandonhaven,ME,71140,Condo,,Far,1.14,1584,,Yes,,,,1948,3115,4794,Street,1,4,,Colonial,Yes,1,33.990205,-88.039175,Village,6.81
1620,"358 Kenneth Camp, Port Dalton, SC 85118","358 Kenneth Camp, Port Dalton, SC 85118",Chicago,Minimal Flood,358 Kenneth Camp,Port Dalton,SC,85118,Duplex,Far,Near,3.43,1748,Yes,Yes,,Well,Septic,2005,1800,3500,Garage,4,3,No,Ranch,No,1,34.530412,-91.838544,Wall,4.53
1621,"75756 Reed Oval, North Jenniferfort, RI 53019","75756 Reed Oval, North Jenniferfort, RI 53019",Tampa,,75756 Reed Oval,North Jenniferfort,RI,53019,Duplex,Near,Far,1.19,1585,No,Yes,,City,City,2018,646,9475,Garage,1,1,,,Yes,5,39.107856,-76.654392,Islands,6.43
1622,"2348 Jamie Plaza, East Ryan, DE 79406","2348 Jamie Plaza, East Ryan, DE 79406",Tampa,,2348 Jamie Plaza,East Ryan,DE,79406,Condo,Far,,2.35,85,Yes,Yes,,City,Septic,1973,696,4974,,2,2,Yes,Split,Yes,1,34.088727,-111.380816,Parkway,3.92
1623,"9191 Taylor Common Suite 784, Lake Kelli, PR 55664","9191 Taylor Common Suite 784, Lake Kelli, PR 55664",Tampa,Minimal Flood,9191 Taylor Common Suite 784,Lake Kelli,PR,55664,Duplex,Far,,2.82,926,Yes,Yes,Yes,,City,1964,638,4497,Driveway,2,4,,Split,No,4,34.698191,-108.891628,Well,3.4
1624,"629 Kathleen Viaduct Suite 445, Alishaborough, DE 48926","629 Kathleen Viaduct Suite 445, Alishaborough, DE 48926",Florida,Minimal Flood,629 Kathleen Viaduct Suite 445,Alishaborough,DE,48926,Single Family Home,,,2.33,1334,,,,,Septic,1988,1376,8223,,4,1,Yes,Split,No,4,36.081311,-89.018421,Orchard,6.69
1625,"38515 Michael Village Suite 953, Davisside, VI 53734","38515 Michael Village Suite 953, Davisside, VI 53734",Atlanta,Minimal Flood,38515 Michael Village Suite 953,Davisside,VI,53734,Condo,Far,Near,1.72,735,No,Yes,Yes,City,Septic,1990,1172,4522,,6,4,No,Ranch,,1,40.667045,-104.548436,Dale,3.89
1626,"11099 Alexis Views Suite 185, West Ashley, PW 23939","11099 Alexis Views Suite 185, West Ashley, PW 23939",Dallas,Flood Zone,11099 Alexis Views Suite 185,West Ashley,PW,23939,Duplex,Near,Far,3.28,1554,,Yes,No,Well,Septic,2012,3435,5396,Driveway,6,3,Yes,Colonial,No,2,40.328996,-113.155059,View,4.04
1627,"633 Brianna Track, North Sarah, AS 48349","633 Brianna Track, North Sarah, AS 48349",Dalas,,633 Brianna Track,North Sarah,AS,48349,Townhouse,Far,Far,3.15,913,,No,Yes,City,Septic,2023,751,9026,Driveway,4,4,Yes,,No,4,34.568947,-99.004778,Circle,6.91
1628,"8298 Destiny Hollow, Veronicaborough, NH 55934","8298 Destiny Hollow, Veronicaborough, NH 55934",Chicago,Minimal Flood,8298 Destiny Hollow,Veronicaborough,NH,55934,Duplex,,,2.47,739,,,No,,Septic,1983,3283,6191,Driveway,5,3,Yes,,,5,34.910202,-88.914538,Burgs,8.48
1629,"9289 Rhonda Route, Smithburgh, FM 57771","9289 Rhonda Route, Smithburgh, FM 57771",Chicago,Flood Zone,9289 Rhonda Route,Smithburgh,FM,57771,SFR,Near,,3.02,1821,,,,,City,1927,3167,3602,Driveway,1,3,No,Split,,1,35.318026,-80.029644,Plains,4.81
1630,"724 Wilson Station Suite 552, Lake Maryland, NH 28145","724 Wilson Station Suite 552, Lake Maryland, NH 28145",Dalas,Minimal Flood,724 Wilson Station Suite 552,Lake Maryland,NH,28145,Townhouse,,Near,1.13,1434,Yes,,Yes,Well,City,1985,2607,6608,Street,1,1,Yes,Split,No,1,35.59283,-81.940772,Prairie,9.02
1631,"95054 Ferguson Greens, Lake Ericborough, VT 09210","95054 Ferguson Greens, Lake Ericborough, VT 09210",Dallas,Minimal Flood,95054 Ferguson Greens,Lake Ericborough,VT,09210,SFR,Near,Near,2.65,1445,No,No,Yes,Well,City,1952,927,4016,Garage,5,3,Yes,Ranch,No,1,36.633954,-111.798699,Mountain,6.64
1632,"476 Edward Fords, West Dominiqueborough, MO 94567","476 Edward Fords, West Dominiqueborough, MO 94567",Chicago,,476 Edward Fords,West Dominiqueborough,MO,94567,Single Family Home,,Far,1.05,558,Yes,,Yes,City,,1942,2400,4926,Driveway,2,1,,,No,5,33.730044,-113.421241,Fork,9.99
1633,"166 Garcia Centers Apt. 296, Marshallberg, OR 75483","166 Garcia Centers Apt. 296, Marshallberg, OR 75483",Atlanta,,166 Garcia Centers Apt. 296,Marshallberg,OR,75483,Townhouse,Near,,2.85,268,Yes,No,,,City,1945,1207,3771,Garage,5,3,,,No,2,34.857952,-79.887457,Gateway,3.71
1634,"9120 Rush Shore Apt. 266, Marshallshire, IA 92362","9120 Rush Shore Apt. 266, Marshallshire, IA 92362",Chicgo,Minimal Flood,9120 Rush Shore Apt. 266,Marshallshire,IA,92362,Single Family Home,Far,Far,2.05,233,No,,No,,City,2005,1791,6841,Driveway,1,2,Yes,Split,,3,37.081459,-91.274887,Avenue,7.08
1635,"0312 Watts Valleys Apt. 088, Lake Alexandriaville, SD 82710","0312 Watts Valleys Apt. 088, Lake Alexandriaville, SD 82710", ,Flood Zone,0312 Watts Valleys Apt. 088,Lake Alexandriaville,SD,82710,Townhouse,Near,Far,3.2,888,No,Yes,,,Septic,1932,836,3536,Garage,4,3,Yes,Split,,5,40.856292,-78.009775,Well,8.3
1636,"52857 Daniel Stravenue Apt. 295, Perkinsland, VT 83323","52857 Daniel Stravenue Apt. 295, Perkinsland, VT 83323", ,,52857 Daniel Stravenue Apt. 295,Perkinsland,VT,83323,Duplex,Near,Near,2.09,1785,Yes,Yes,No,City,City,2012,2390,5982,Street,1,2,Yes,Ranch,No,1,39.4339,-103.470323,Land,7.0
1637,"0732 Oconnell Green, Jaredborough, CT 21021","0732 Oconnell Green, Jaredborough, CT 21021", ,,0732 Oconnell Green,Jaredborough,CT,21021,Duplex,,Near,3.07,978,Yes,No,Yes,,,1952,1594,5178,,5,3,Yes,Split,Yes,3,34.167535,-76.995201,Underpass,6.31
1638,"267 Jose Heights Suite 318, Tiffanyside, FM 59260","267 Jose Heights Suite 318, Tiffanyside, FM 59260",Florida,Flood Zone,267 Jose Heights Suite 318,Tiffanyside,FM,59260,Townhouse,,Near,3.46,549,No,Yes,,Well,City,1963,1256,3925,Garage,3,3,No,Ranch,No,4,40.614526,-103.212401,Mountain,8.56
1639,"0368 Ayers Spur, Christinemouth, CO 96335","0368 Ayers Spur, Christinemouth, CO 96335",Tampa,Flood Zone,0368 Ayers Spur,Christinemouth,CO,96335,Duplex,Far,,2.86,177,,,Yes,City,,1993,1979,7937,,2,1,No,,,1,37.135815,-112.882341,Trafficway,5.1
1640,"744 Clarke Lane, West Ernestland, DE 00870","744 Clarke Lane, West Ernestland, DE 00870",Chicgo,,744 Clarke Lane,West Ernestland,DE,00870,Condo,Far,,3.27,1108,No,,,,Septic,1922,3150,5152,,2,2,,Colonial,,2,34.299757,-102.405713,Underpass,4.52
1641,"3638 Craig Loop Suite 995, Deborahtown, PA 06007","3638 Craig Loop Suite 995, Deborahtown, PA 06007",Tampa,Flood Zone,3638 Craig Loop Suite 995,Deborahtown,PA,06007,Single Family Home,,Near,2.74,966,,Yes,Yes,City,,2005,3005,6059,Driveway,5,2,,Split,,1,33.023391,-87.317736,View,5.48
1642,"88194 Smith Centers, Brandyville, MD 60780","88194 Smith Centers, Brandyville, MD 60780",Dallas,,88194 Smith Centers,Brandyville,MD,60780,Townhouse,,,2.63,1345,No,,,Well,,1926,1562,5813,Garage,4,2,,Ranch,No,4,37.501059,-80.787638,Glens,4.9
1643,"49826 Jacob Route, Austinton, NM 64840","49826 Jacob Route, Austinton, NM 64840",Chicago,,49826 Jacob Route,Austinton,NM,64840,Townhouse,,,3.21,1933,Yes,No,,City,,1958,1247,6851,Garage,4,3,,Split,,3,39.204881,-80.111547,Course,9.48
1644,"62785 Joshua Islands Suite 087, Wendyville, GA 74569","62785 Joshua Islands Suite 087, Wendyville, GA 74569",Chicago,Minimal Flood,62785 Joshua Islands Suite 087,Wendyville,GA,74569,Single Family Home,,,1.23,1022,Yes,,Yes,City,Septic,1987,2510,9563,,1,1,,Split,Yes,4,38.804619,-80.784305,Inlet,6.88
1645,"1704 Lynn Viaduct Apt. 230, New Dawn, ND 33711","1704 Lynn Viaduct Apt. 230, New Dawn, ND 33711",Chicgo,,1704 Lynn Viaduct Apt. 230,New Dawn,ND,33711,Townhouse,Far,,1.74,1613,No,,Yes,City,Septic,1984,936,7125,Driveway,5,2,No,,,2,36.026504,-97.746858,Port,3.6
1646,"1125 Fisher Parks, Port Lauren, TX 45308","1125 Fisher Parks, Port Lauren, TX 45308",Chicgo,Minimal Flood,1125 Fisher Parks,Port Lauren,TX,45308,SFR,,Far,2.55,1032,,Yes,No,Well,Septic,1955,688,7283,Garage,5,4,,Ranch,,5,41.501877,-110.190167,Streets,3.99
1647,"708 Carol Course, Jasonport, MH 23710","708 Carol Course, Jasonport, MH 23710",Dallas,,708 Carol Course,Jasonport,MH,23710,SFR,,Far,1.97,297,,No,,Well,,1927,2882,6417,Garage,4,1,No,,Yes,4,35.176955,-103.721607,Valley,7.93
1648,"0183 Kane Views, East Jessica, DE 36437","0183 Kane Views, East Jessica, DE 36437",Florida,,0183 Kane Views,East Jessica,DE,36437,Single Family Home,Near,,3.46,1817,No,No,No,City,City,1960,2184,5316,Driveway,3,2,No,,,1,40.556636,-79.309343,Turnpike,7.2
1649,"9819 Matthew Coves Apt. 321, South Stephanie, IL 79591","9819 Matthew Coves Apt. 321, South Stephanie, IL 79591",Chicgo,Minimal Flood,9819 Matthew Coves Apt. 321,South Stephanie,IL,79591,SFR,,Near,1.34,641,No,Yes,,City,City,2006,2535,8274,Driveway,1,2,No,Split,No,3,36.091639,-103.468503,Cliffs,7.64
1650,"432 Taylor Square, East Andrewside, RI 60143","432 Taylor Square, East Andrewside, RI 60143",Florida,Minimal Flood,432 Taylor Square,East Andrewside,RI,60143,Townhouse,Far,Near,1.3,748,No,No,No,City,,1946,2668,4634,Street,1,3,No,Split,,2,36.701295,-76.919782,Glens,8.17
1651,"8716 Mario Harbor Apt. 170, Greentown, AK 16750","8716 Mario Harbor Apt. 170, Greentown, AK 16750", ,Flood Zone,8716 Mario Harbor Apt. 170,Greentown,AK,16750,SFR,Near,,1.48,776,No,,Yes,Well,,1937,3439,8072,Street,5,4,Yes,Colonial,No,5,39.966511,-80.917944,Plaza,8.54
1652,"727 Horn Summit, Danielleside, IL 68924","727 Horn Summit, Danielleside, IL 68924", ,Minimal Flood,727 Horn Summit,Danielleside,IL,68924,SFR,Near,,1.11,183,,,Yes,,City,1971,2276,6173,,2,2,No,Colonial,,2,34.522831,-96.063409,Trail,5.97
1653,"06409 Monica Gardens, Mckenzieland, WV 98766","06409 Monica Gardens, Mckenzieland, WV 98766",Tampa,,06409 Monica Gardens,Mckenzieland,WV,98766,Townhouse,,Far,2.5,895,No,,No,,City,2005,931,4611,,4,1,Yes,Ranch,Yes,1,39.179223,-105.154622,Isle,9.0
1654,"80625 Jones Underpass, South Noah, MO 04908","80625 Jones Underpass, South Noah, MO 04908",Dallas,Minimal Flood,80625 Jones Underpass,South Noah,MO,04908,Townhouse,Far,Far,2.45,390,No,,,Well,City,2012,615,5373,,1,1,Yes,,,2,35.308886,-102.036157,Mall,7.84
1655,"432 Smith Terrace Apt. 937, Frenchberg, KS 32773","432 Smith Terrace Apt. 937, Frenchberg, KS 32773",Chicgo,Minimal Flood,432 Smith Terrace Apt. 937,Frenchberg,KS,32773,Townhouse,Far,,1.21,837,,Yes,Yes,Well,,1933,1817,8802,Garage,4,1,,Colonial,,3,39.381498,-103.948943,Mill,7.32
1656,"46915 Matthew Drive, Franklintown, ME 88522","46915 Matthew Drive, Franklintown, ME 88522",Chicago,,46915 Matthew Drive,Franklintown,ME,88522,Single Family Home,,,2.27,585,Yes,No,Yes,Well,City,1947,1528,9083,,2,3,No,,No,5,37.075284,-100.365692,Rue,6.74
1657,"8578 Morales Turnpike, Nunezchester, AS 91538","8578 Morales Turnpike, Nunezchester, AS 91538",Florida,Flood Zone,8578 Morales Turnpike,Nunezchester,AS,91538,Single Family Home,Near,Near,1.23,949,,No,Yes,,City,2003,2226,5194,Street,3,1,No,Colonial,Yes,2,34.629089,-106.998856,Station,6.63
1658,"2290 Bauer Spur Apt. 540, Davidtown, IN 28255","2290 Bauer Spur Apt. 540, Davidtown, IN 28255", ,,2290 Bauer Spur Apt. 540,Davidtown,IN,28255,Duplex,,Far,3.44,355,Yes,Yes,,,,2020,2314,5483,Driveway,4,4,Yes,Ranch,No,2,38.715186,-103.181862,Parkway,8.93
1659,"12527 Small Trail, East Adam, SC 95625","12527 Small Trail, East Adam, SC 95625",Dalas,,12527 Small Trail,East Adam,SC,95625,SFR,Near,,2.06,679,No,,No,,,1931,1652,5041,,2,3,Yes,Split,No,4,38.472434,-73.00314,Walks,9.4
1660,"283 Cervantes Lodge, Sandraland, MD 90893","283 Cervantes Lodge, Sandraland, MD 90893",Tampa,,283 Cervantes Lodge,Sandraland,MD,90893,SFR,Far,Far,3.3,659,Yes,,,City,Septic,1985,2233,7917,Garage,6,3,Yes,Ranch,,2,37.007037,-89.283764,Tunnel,8.52
1661,"335 Seth Grove, North Toddfort, MP 65414","335 Seth Grove, North Toddfort, MP 65414",Dallas,Minimal Flood,335 Seth Grove,North Toddfort,MP,65414,Single Family Home,,,1.05,1894,Yes,Yes,Yes,Well,Septic,1925,842,9272,Driveway,3,3,No,Ranch,Yes,1,40.335121,-99.28594,Neck,7.93
1662,"3400 Hogan Port Suite 652, Isabelchester, CO 30506","3400 Hogan Port Suite 652, Isabelchester, CO 30506", ,Minimal Flood,3400 Hogan Port Suite 652,Isabelchester,CO,30506,SFR,Near,,2.74,1901,No,Yes,No,,City,2024,1225,9110,,3,1,Yes,Split,Yes,1,33.807725,-96.238225,Heights,4.45
1663,"9495 Doyle Extension, Brandontown, DC 91170","9495 Doyle Extension, Brandontown, DC 91170",Chicgo,,9495 Doyle Extension,Brandontown,DC,91170,SFR,Near,,3.38,192,Yes,Yes,,Well,Septic,1923,876,8520,Driveway,6,1,,,Yes,5,36.261308,-87.429619,Avenue,7.44
1664,"58485 Kaitlyn Gardens, North Matthew, SC 48380","58485 Kaitlyn Gardens, North Matthew, SC 48380",Florida,,58485 Kaitlyn Gardens,North Matthew,SC,48380,SFR,Near,,1.88,1845,Yes,Yes,,City,Septic,1922,2391,7531,Garage,5,1,No,,No,3,37.406607,-100.961592,Ramp,3.64
1665,"185 Ricky Circles, New Wendyhaven, NC 13444","185 Ricky Circles, New Wendyhaven, NC 13444",Chicgo,,185 Ricky Circles,New Wendyhaven,NC,13444,SFR,,Far,2.0,570,,,,Well,Septic,1942,3089,9402,Driveway,2,4,No,Split,Yes,1,39.611951,-89.995637,Squares,5.76
1666,"283 Levy Islands Apt. 904, Delacruzmouth, CA 56144","283 Levy Islands Apt. 904, Delacruzmouth, CA 56144", ,Minimal Flood,283 Levy Islands Apt. 904,Delacruzmouth,CA,56144,Townhouse,,,3.02,1333,Yes,,No,City,City,2022,1259,9998,,5,1,Yes,Colonial,Yes,4,37.178978,-94.875486,Views,7.75
1667,"14414 Cabrera Overpass, South Luisview, AZ 99301","14414 Cabrera Overpass, South Luisview, AZ 99301",Chicago,Flood Zone,14414 Cabrera Overpass,South Luisview,AZ,99301,Townhouse,Far,,3.37,1787,,Yes,,Well,City,1927,1705,9874,,2,3,No,,,4,36.173876,-85.770646,Plain,6.33
