property_id,Reviewed_Status,Most_Recent_Status,Source,Occupancy,Net_Yield,IRR,Selling_Reason,Seller_Retained_Broker,Final_Reviewer,leads_id
1984,Reviewed,Cancelled,Opendoor,,14.79,5.67,Downsizing,,Amit Kumar,1984
1985,Null, , MLS,Yes,14.15,12.03,Downsizing,Yes,David Thompson,1985
1986,Reviewed,Pending,Auction.com,Yes,17.56,6.11,Job Transfer,,Sophia Williams,1986
1987,Reviewed,Always Kick,M L S,No,14.25,7.36,Downsizing,,Emily Patel,1987
1988,Null,Pend,Internal,Yes,13.18,7.99,Job Transfer,,Priya Sharma,1988
1989, Closed,Cancelled,Broker,Yes,11.61,19.51,Job Transfer,,Amit Kumar,1989
1990,Null,Available,Broker,,2.85,9.24,Downsizing,No,Jessica Lin,1990
1991,Offered, Close ,Internal,Yes,14.39,20.1,Downsizing,,Jason Miller,1991
1992,Cancelled, Close ,M L S,Yes,3.04,10.03,Job Transfer,No,Jason Miller,1992
1993, ,Null,Broker,Yes,9.02,23.75,,,David Thompson,1993
1994,Reviewed,Close,M L S,,15.41,10.98,Downsizing,No,Sophia Williams,1994
1995,Reviewed,Always Kick,Internal,,14.85,23.38,,,Priya Sharma,1995
1996,Neww,Available,Bulk,,4.08,25.12,Job Transfer,,Samantha Pierce,1996
1997,Offered,Pending,M.L.S.,Yes,12.23,19.96,,Yes,David Thompson,1997
1998, ,Closed,Broker,,17.27,5.18,,No,Priya Sharma,1998
1999,Reviewed,Cancelled,Broker,Yes,6.33,27.65,,No,Samantha Pierce,1999
2000,Neww,Null,Auction.com,Yes,16.72,6.38,,,Emily Patel,2000
2001,Null,Always Kick, MLS,No,2.88,13.36,Job Transfer,Yes,Luis Garcia,2001
2002,Reviewed,Null, MLS,No,13.58,10.38,,,David Thompson,2002
2003, , ,M L S,,2.39,18.03,Investor Sale,,Samantha Pierce,2003
2004,Null,Kick,Bulk,Yes,11.43,5.58,Downsizing,No,Sophia Williams,2004
2005,Closed,Cancel,Auction.com,No,7.29,11.85,Job Transfer,Yes,Jessica Lin,2005
2006,Reviewed,Cancel,M.L.S.,No,12.76,14.64,,No,Michael Chen,2006
2007,Null,Always Kick,Broker,No,3.34,27.41,Job Transfer,Yes,Emily Patel,2007
2008, ,Cancel,Auction.com,,3.14,22.8,Investor Sale,,Jessica Lin,2008
2009,Accepted Offer,Null,Bulk,No,6.23,25.13,,,Sophia Williams,2009
2010,Offered,Always Kick,Bulk,,14.58,16.88,Job Transfer,No,Jason Miller,2010
2011, ,Null,Internal,Yes,7.59,5.33,Job Transfer,Yes,Emily Patel,2011
2012,Reviewed,Available,M.L.S.,Yes,3.59,21.63,Job Transfer,Yes,Emily Patel,2012
2013, ,Available,M L S,,19.24,29.69,,Yes,Jessica Lin,2013
2014, ,Cancelled, MLS,Yes,8.96,24.88,Job Transfer,,Samantha Pierce,2014
2015,Offered,Pending,M.L.S.,No,7.56,16.54,Job Transfer,No,Jason Miller,2015
2016,Cancelled, ,Auction.com,Yes,12.37,14.72,,,Priya Sharma,2016
2017,Cancelled, ,Bulk,,6.07,15.57,Job Transfer,Yes,Jason Miller,2017
2018,Reviewed, Close ,Opendoor,Yes,17.57,15.27,Investor Sale,No,Jason Miller,2018
2019,Offered,Available,Opendoor,No,7.78,26.67,Investor Sale,No,Priya Sharma,2019
2020,Null,Cancel,Broker,,6.4,14.45,,,Michael Chen,2020
2021,Offered,Null,M.L.S.,No,19.34,21.55,Downsizing,Yes,Amit Kumar,2021
2022,Closed,Pending,M.L.S.,No,19.23,27.97,Investor Sale,No,Sophia Williams,2022
2023,Cancelled,Kick,Bulk,,3.97,10.79,Downsizing,,Emily Patel,2023
2024,Offered,Kick,M.L.S.,,15.02,25.34,,No,Luis Garcia,2024
2025,New,Always Kick,Auction.com,Yes,19.52,26.67,,No,Priya Sharma,2025
2026,Neww,Close,Bulk,Yes,19.16,25.32,Downsizing,Yes,Jason Miller,2026
2027,Null,Closed,M.L.S.,Yes,17.63,25.34,,,Samantha Pierce,2027
2028,Null,Pend,M L S,,11.34,12.14,Downsizing,Yes,Samantha Pierce,2028
2029,Reviewed, Close ,Opendoor,,19.0,8.48,Downsizing,Yes,Jason Miller,2029
2030,Closed,Cancelled,M.L.S.,,18.17,20.22,Investor Sale,No,Sophia Williams,2030
2031, , Close ,Auction.com,,4.82,8.91,Job Transfer,Yes,Sophia Williams,2031
2032,New,Kick, MLS,No,14.44,29.01,Downsizing,No,David Thompson,2032
2033,Neww,Close,Opendoor,Yes,7.91,21.62,Job Transfer,No,Michael Chen,2033
2034, Closed,Always Kick,Bulk,No,9.87,26.92,Downsizing,No,Michael Chen,2034
2035,Closed,Closed,Opendoor,No,3.51,24.83,Investor Sale,Yes,Luis Garcia,2035
2036, ,Always Kick,M.L.S.,No,10.61,6.91,Downsizing,,David Thompson,2036
2037,Reviewed,Null,Internal,,3.2,6.1,Job Transfer,No,Amit Kumar,2037
2038,Accepted Offer,Cancel,Opendoor,Yes,8.37,28.2,Downsizing,,Amit Kumar,2038
2039,Cancelled, ,Internal,,10.91,22.99,Downsizing,Yes,Amit Kumar,2039
2040,Null,Available,Bulk,Yes,10.95,7.81,Investor Sale,Yes,Emily Patel,2040
2041,New, ,M.L.S.,Yes,10.63,6.33,Job Transfer,Yes,Samantha Pierce,2041
2042,Null,Cancelled,M.L.S.,No,4.48,9.58,Downsizing,Yes,Amit Kumar,2042
2043,Cancelled,Kick,Opendoor,Yes,6.74,6.4,Investor Sale,,Jason Miller,2043
2044,Offered,Always Kick,Internal,No,18.82,11.9,,Yes,David Thompson,2044
2045, ,Cancelled,Bulk,Yes,2.29,25.15,Downsizing,Yes,Jessica Lin,2045
2046,Offered,Cancel,M L S,No,3.09,7.29,Downsizing,,Jessica Lin,2046
2047, Closed,Cancelled,Broker,Yes,14.32,6.87,Downsizing,Yes,Jason Miller,2047
2048,Reviewed,Cancel, MLS,,14.48,10.69,Downsizing,No,Priya Sharma,2048
2049, ,Kick, MLS,Yes,16.13,21.7,Investor Sale,,Michael Chen,2049
2050,Closed, ,Bulk,No,2.05,13.09,Job Transfer,Yes,David Thompson,2050
2051, Closed,Close,M L S,,15.47,10.71,Investor Sale,,Luis Garcia,2051
2052,Closed,Close,Bulk,,8.68,19.57,Investor Sale,No,Jessica Lin,2052
2053,Null,Cancel,M.L.S.,No,7.09,13.2,,,Amit Kumar,2053
2054,Neww,Null,Auction.com,Yes,19.99,24.62,Investor Sale,No,Priya Sharma,2054
2055, Closed,Closed,Broker,No,10.58,11.75,Downsizing,No,Jason Miller,2055
2056,Neww,Cancelled,Internal,,3.13,19.07,Investor Sale,,Priya Sharma,2056
2057,Accepted Offer, Close ,M L S,Yes,15.33,22.09,,Yes,Emily Patel,2057
2058,Null,Close,Bulk,,6.11,7.65,Investor Sale,,Sophia Williams,2058
2059,Null, ,Broker,No,11.36,28.74,Investor Sale,Yes,Jessica Lin,2059
2060, Closed,Null,Auction.com,No,17.69,10.42,Downsizing,Yes,David Thompson,2060
2061, ,Pend,M.L.S.,Yes,16.27,10.04,Investor Sale,,Samantha Pierce,2061
2062,Closed, Close , MLS,Yes,18.68,15.36,Investor Sale,Yes,Jessica Lin,2062
2063,Closed,Always Kick,Bulk,,7.08,22.41,,Yes,Priya Sharma,2063
2064,Closed,Closed,M L S,Yes,19.22,15.02,Job Transfer,Yes,Luis Garcia,2064
2065,Accepted Offer,Cancelled, MLS,Yes,14.23,6.19,,No,Samantha Pierce,2065
2066,Accepted Offer,Cancel,Broker,,2.18,9.59,Downsizing,Yes,David Thompson,2066
2067,Cancelled,Kick,Broker,Yes,10.7,25.03,Job Transfer,,Samantha Pierce,2067
2068,Cancelled,Close,Opendoor,No,14.37,28.22,Job Transfer,,Michael Chen,2068
2069,Neww,Cancel,Auction.com,Yes,16.42,11.36,Investor Sale,,Samantha Pierce,2069
2070,Offered,Always Kick,M L S,,13.25,21.93,Investor Sale,No,Emily Patel,2070
2071,Neww,Cancelled,Broker,No,5.6,13.15,Downsizing,,David Thompson,2071
2072,Offered,Always Kick,M L S,Yes,11.72,17.02,,Yes,Jessica Lin,2072
2073,Offered,Cancel,Auction.com,No,5.82,28.31,Job Transfer,Yes,Jason Miller,2073
2074,New,Pending,Internal,Yes,2.3,7.88,,Yes,Emily Patel,2074
2075,Accepted Offer,Always Kick,M L S,,2.4,25.21,Downsizing,No,Jessica Lin,2075
2076,Null,Cancelled,M L S,Yes,3.02,13.85,,Yes,Jessica Lin,2076
2077, , Close , MLS,No,15.92,16.49,Investor Sale,No,David Thompson,2077
2078,Cancelled,Always Kick, MLS,,17.11,24.4,Investor Sale,Yes,Jason Miller,2078
2079,Reviewed,Cancel, MLS,Yes,12.77,6.87,Downsizing,,Sophia Williams,2079
2080,Reviewed, ,Opendoor,Yes,11.83,7.71,Investor Sale,,David Thompson,2080
2081,Neww,Null,Auction.com,Yes,18.82,24.63,Investor Sale,Yes,Michael Chen,2081
2082,Neww,Available,Bulk,Yes,10.97,18.78,Job Transfer,Yes,Amit Kumar,2082
2083, ,Cancel, MLS,Yes,6.68,23.14,Investor Sale,,Priya Sharma,2083
2084, ,Always Kick,M.L.S.,No,8.81,14.13,Downsizing,No,Jessica Lin,2084
2085,Neww,Always Kick,Auction.com,Yes,13.42,5.46,Job Transfer,,Emily Patel,2085
2086,New,Close,Auction.com,Yes,8.94,11.62,,No,Jessica Lin,2086
2087,Reviewed,Pend,Auction.com,Yes,16.33,10.38,,,Emily Patel,2087
2088,Reviewed,Pend,M.L.S.,,11.38,7.22,Job Transfer,Yes,Michael Chen,2088
2089,Offered,Closed,Bulk,,10.22,10.99,Downsizing,Yes,Michael Chen,2089
2090,Accepted Offer, Close ,Broker,,13.02,24.94,Job Transfer,,Priya Sharma,2090
2091,New, Close ,Broker,,6.39,15.64,Downsizing,No,Priya Sharma,2091
2092,Cancelled, ,Bulk,Yes,7.21,5.95,Downsizing,,Sophia Williams,2092
2093, Closed,Available, MLS,No,6.4,13.79,Downsizing,,Sophia Williams,2093
2094,Cancelled,Cancel,M.L.S.,No,2.55,19.79,Investor Sale,,Emily Patel,2094
2095,Cancelled, , MLS,,3.66,20.93,Investor Sale,,Jessica Lin,2095
2096,Accepted Offer,Pending, MLS,No,17.9,13.97,Downsizing,No,Jessica Lin,2096
2097,Neww,Available,Internal,,9.84,15.0,Investor Sale,Yes,Jason Miller,2097
2098,Cancelled,Pending,Bulk,,3.8,12.83,,,Amit Kumar,2098
2099,Reviewed,Cancelled,M.L.S.,,2.63,26.04,Investor Sale,,Samantha Pierce,2099
2100, ,Close,M.L.S.,No,12.69,15.03,Job Transfer,Yes,Jason Miller,2100
2101, , Close , MLS,Yes,13.5,9.36,Investor Sale,,Samantha Pierce,2101
2102,Neww,Cancel,M.L.S.,Yes,14.64,21.16,Investor Sale,Yes,Priya Sharma,2102
2103,Offered, Close ,Auction.com,,6.24,14.62,Downsizing,,Luis Garcia,2103
2104,Offered, ,Auction.com,,19.02,13.06,,Yes,Michael Chen,2104
2105,New,Available,Internal,No,6.01,29.07,Job Transfer,,Sophia Williams,2105
2106,Cancelled,Pend,Broker,,15.45,29.03,,,Sophia Williams,2106
2107,Accepted Offer,Cancelled,Bulk,,7.45,9.37,Investor Sale,No,Priya Sharma,2107
2108,New,Closed,Auction.com,,4.99,16.91,Investor Sale,No,David Thompson,2108
2109, Closed,Null,Opendoor,Yes,6.65,24.07,,,Samantha Pierce,2109
2110,Accepted Offer,Pending,Bulk,,19.72,7.42,Downsizing,,Amit Kumar,2110
2111,New,Null,Auction.com,No,5.06,5.73,,Yes,Sophia Williams,2111
2112,Neww,Pending,M L S,Yes,6.08,14.26,Investor Sale,No,Jessica Lin,2112
2113,New,Kick,M.L.S.,Yes,11.92,5.07,,Yes,Luis Garcia,2113
2114, Closed,Always Kick,Auction.com,Yes,16.16,15.61,Job Transfer,Yes,Luis Garcia,2114
2115,Offered,Pending,M L S,,10.72,7.51,Investor Sale,No,David Thompson,2115
2116, Closed,Pending,Auction.com,No,13.68,11.71,Investor Sale,,Amit Kumar,2116
2117,New,Null,M L S,,19.99,6.44,Job Transfer,,Amit Kumar,2117
2118,Accepted Offer,Cancelled,Opendoor,No,14.5,13.47,Job Transfer,No,Priya Sharma,2118
2119, ,Close, MLS,Yes,6.45,14.07,Job Transfer,Yes,Jason Miller,2119
2120,Reviewed, , MLS,,5.01,21.77,Downsizing,Yes,Samantha Pierce,2120
2121, ,Pending,Broker,No,2.43,24.04,Downsizing,Yes,Priya Sharma,2121
2122,Closed,Cancelled, MLS,,17.23,7.46,Job Transfer,,Sophia Williams,2122
2123,Offered,Close,Bulk,,4.51,6.12,,No,Jessica Lin,2123
2124,Cancelled,Available, MLS,,15.51,19.58,,No,Sophia Williams,2124
2125,Closed,Pending,Bulk,No,6.16,7.56,Investor Sale,,David Thompson,2125
2126,Neww,Cancel,Internal,,12.36,11.94,,,Priya Sharma,2126
2127, ,Available,Broker,Yes,15.78,24.75,Job Transfer,Yes,David Thompson,2127
2128,Neww,Available,Opendoor,,13.33,11.16,Job Transfer,Yes,Sophia Williams,2128
2129,Accepted Offer,Pending,Auction.com,Yes,4.88,7.18,Investor Sale,Yes,Emily Patel,2129
2130,Offered,Available,Bulk,No,11.93,6.62,Job Transfer,,Luis Garcia,2130
2131, ,Cancelled,Auction.com,No,5.12,7.44,Downsizing,Yes,Jason Miller,2131
2132,Reviewed,Cancelled,Auction.com,No,8.36,15.06,Investor Sale,Yes,Samantha Pierce,2132
2133,Closed,Always Kick,Broker,,5.89,29.36,Investor Sale,No,Priya Sharma,2133
2134,Null,Pending, MLS,,12.36,13.79,Job Transfer,,Priya Sharma,2134
2135,Accepted Offer,Close,M L S,No,17.92,19.77,Job Transfer,Yes,Emily Patel,2135
2136,Null, Close ,M L S,Yes,15.45,23.53,Job Transfer,Yes,Emily Patel,2136
2137,Neww,Pending, MLS,Yes,10.56,5.57,Investor Sale,Yes,Emily Patel,2137
2138, , ,Bulk,No,6.08,16.68,Job Transfer,,Jessica Lin,2138
2139,Cancelled,Close,M L S,No,14.47,28.86,Downsizing,Yes,Jessica Lin,2139
2140,Reviewed,Null,M L S,Yes,14.59,6.25,Downsizing,,Amit Kumar,2140
2141,Reviewed, Close ,M.L.S.,Yes,18.13,21.64,Downsizing,,David Thompson,2141
2142,Cancelled,Available,M L S,No,4.3,19.35,Job Transfer,Yes,Emily Patel,2142
2143, ,Kick,Internal,No,4.64,12.26,,Yes,Luis Garcia,2143
2144,Offered,Cancelled,Internal,,5.77,13.79,Job Transfer,,David Thompson,2144
2145,Accepted Offer,Close,Auction.com,,9.83,24.52,Job Transfer,Yes,Sophia Williams,2145
2146,Closed,Pending,Opendoor,,13.18,5.47,,,Jason Miller,2146
2147,Closed, ,Bulk,Yes,18.14,14.44,,No,David Thompson,2147
2148,Neww,Close,Opendoor,Yes,10.34,18.58,Investor Sale,,David Thompson,2148
2149,Neww,Cancel,M L S,Yes,12.81,10.82,Investor Sale,,Michael Chen,2149
2150, Closed,Close,Broker,,6.64,27.22,Downsizing,No,Amit Kumar,2150
2151,Neww,Kick,Internal,,19.78,27.59,Investor Sale,,Jessica Lin,2151
2152,New,Pend,Auction.com,No,9.19,20.15,Downsizing,,Luis Garcia,2152
2153,Null,Closed,Internal,Yes,4.49,11.87,,Yes,Emily Patel,2153
2154,Cancelled,Available,M.L.S.,Yes,15.91,26.05,,No,Michael Chen,2154
2155,Offered, Close ,Internal,,5.57,7.48,Investor Sale,,Amit Kumar,2155
2156,Reviewed,Closed, MLS,,15.3,19.34,Downsizing,,Amit Kumar,2156
2157, Closed,Null,M.L.S.,No,15.33,26.51,Downsizing,,Jessica Lin,2157
2158,Offered, Close ,Internal,Yes,3.23,11.18,Investor Sale,Yes,Michael Chen,2158
2159,Offered,Cancelled,Bulk,Yes,17.51,25.71,,Yes,Sophia Williams,2159
2160,Cancelled,Pending,Auction.com,Yes,15.03,17.3,Job Transfer,,Jessica Lin,2160
2161, ,Pend,Bulk,No,9.9,6.66,,No,Luis Garcia,2161
2162,Closed,Pending,Auction.com,Yes,5.21,29.51,Investor Sale,No,Michael Chen,2162
2163,Reviewed,Closed, MLS,Yes,14.35,20.17,Investor Sale,Yes,Samantha Pierce,2163
2164, ,Cancel, MLS,No,11.54,14.22,Job Transfer,Yes,Emily Patel,2164
2165,Reviewed,Pending,Auction.com,Yes,4.29,20.44,Downsizing,,Jessica Lin,2165
2166,Accepted Offer,Available,Auction.com,No,13.26,16.17,Investor Sale,,Jessica Lin,2166
2167,Reviewed,Kick, MLS,Yes,12.96,6.2,Job Transfer,,David Thompson,2167
2168,Offered,Close,Auction.com,,13.46,11.57,Investor Sale,No,Jessica Lin,2168
2169, , Close ,Opendoor,No,16.52,6.08,Job Transfer,No,Priya Sharma,2169
2170, ,Available,M L S,No,5.77,12.1,Downsizing,,Michael Chen,2170
2171,Reviewed,Cancelled,Broker,No,13.92,29.72,,No,Emily Patel,2171
2172, Closed,Cancel,Auction.com,Yes,11.96,17.98,Investor Sale,,Jessica Lin,2172
2173,Closed,Cancelled,Auction.com,No,12.53,11.92,Job Transfer,,David Thompson,2173
2174,Closed,Close, MLS,Yes,16.61,9.17,,No,Jason Miller,2174
2175,Cancelled,Always Kick,M.L.S.,Yes,15.48,25.12,,,David Thompson,2175
2176,Reviewed,Pending,Bulk,Yes,3.6,20.77,Downsizing,Yes,Amit Kumar,2176
2177,Accepted Offer,Cancel,Internal,Yes,10.83,24.23,Investor Sale,,Emily Patel,2177
2178,Accepted Offer,Available,M.L.S.,No,14.16,16.18,Job Transfer,,Priya Sharma,2178
2179,Neww,Null,M L S,Yes,2.59,28.5,Job Transfer,Yes,Samantha Pierce,2179
2180,New,Always Kick,Internal,,6.99,27.55,,,Amit Kumar,2180
2181,Closed,Cancel, MLS,No,11.47,5.88,Job Transfer,,Priya Sharma,2181
2182,Cancelled,Closed,M.L.S.,Yes,15.91,8.89,,,Michael Chen,2182
2183,Offered,Pending,Bulk,,8.32,6.83,,No,Luis Garcia,2183
2184,Null,Cancel,Internal,No,17.14,8.6,Job Transfer,,Priya Sharma,2184
2185, Closed,Available,M.L.S.,No,8.25,6.88,Downsizing,No,David Thompson,2185
2186,Reviewed,Closed,M.L.S.,No,15.79,25.72,Job Transfer,,Jessica Lin,2186
2187,Null,Close,Auction.com,Yes,4.63,9.54,Job Transfer,,Priya Sharma,2187
2188,Cancelled,Kick,Opendoor,No,16.29,6.31,Downsizing,No,David Thompson,2188
2189,Reviewed,Kick, MLS,Yes,11.12,26.0,Downsizing,Yes,David Thompson,2189
2190, ,Pending,Bulk,,18.42,14.87,Job Transfer,Yes,Luis Garcia,2190
2191, Closed,Null,Auction.com,Yes,7.72,26.61,Investor Sale,No,Emily Patel,2191
2192, Closed,Closed,M L S,,11.29,14.05,Investor Sale,,David Thompson,2192
2193,Closed,Pending,Internal,Yes,6.64,19.4,Investor Sale,No,Luis Garcia,2193
2194,New,Null,M L S,,9.91,29.89,Job Transfer,Yes,Samantha Pierce,2194
2195,Null, ,M L S,Yes,3.71,5.94,Job Transfer,No,Emily Patel,2195
2196,Neww,Null,M L S,Yes,12.27,18.22,Job Transfer,Yes,Luis Garcia,2196
2197, Closed,Kick, MLS,No,3.33,5.59,Investor Sale,,Amit Kumar,2197
2198,Offered,Null,Opendoor,,19.8,11.35,,,Michael Chen,2198
2199,Closed,Cancel,M L S,,16.62,29.68,,Yes,Jessica Lin,2199
2200, ,Pending,Auction.com,,7.67,11.25,Job Transfer,No,Samantha Pierce,2200
2201, Closed, Close ,Opendoor,No,2.69,9.9,Job Transfer,,Michael Chen,2201
2202,Neww,Kick,Bulk,,5.66,23.17,Investor Sale,Yes,Amit Kumar,2202
2203,Null,Pending,M L S,,16.7,9.98,Investor Sale,No,Luis Garcia,2203
2204, ,Close,Auction.com,Yes,7.03,8.61,Investor Sale,,David Thompson,2204
2205,Cancelled,Kick,Bulk,No,19.38,14.98,Downsizing,,Jason Miller,2205
2206,Offered,Closed,Bulk,Yes,10.8,9.13,Downsizing,No,Priya Sharma,2206
2207,Reviewed,Kick, MLS,,6.01,10.46,Investor Sale,No,Samantha Pierce,2207
2208,Null,Close,Auction.com,No,16.88,10.16,Investor Sale,No,Emily Patel,2208
2209,Null,Closed, MLS,Yes,16.72,20.11,Job Transfer,,Jessica Lin,2209
2210, Closed,Pending,Internal,Yes,18.31,13.56,,,Jason Miller,2210
2211,Neww, Close ,Bulk,No,6.84,9.17,Downsizing,Yes,Luis Garcia,2211
2212,Reviewed,Pend, MLS,,4.76,12.57,Investor Sale,Yes,Luis Garcia,2212
2213, Closed,Kick,Internal,,10.04,24.62,Downsizing,,Jessica Lin,2213
2214,Closed,Null,Auction.com,No,16.62,27.96,Job Transfer,Yes,Emily Patel,2214
2215,Neww,Pending,Internal,No,15.82,13.13,Investor Sale,Yes,Luis Garcia,2215
2216, Closed,Close,Bulk,Yes,7.27,26.02,,No,Samantha Pierce,2216
2217,New,Available,M.L.S.,,9.59,20.41,,No,Jason Miller,2217
2218,Accepted Offer,Closed, MLS,No,3.51,17.64,,No,Jason Miller,2218
2219,Neww,Cancel,M L S,,9.59,12.58,Job Transfer,Yes,Jason Miller,2219
2220,Reviewed, Close ,M.L.S.,No,6.09,22.29,Job Transfer,,Jessica Lin,2220
2221,New,Available,Auction.com,Yes,16.5,25.57,Downsizing,No,Samantha Pierce,2221
2222,New,Null,Internal,No,6.36,29.52,Job Transfer,No,Jason Miller,2222
2223,Reviewed,Close,M L S,,14.86,26.82,Job Transfer,,Emily Patel,2223
2224,Cancelled,Closed,M.L.S.,,7.39,11.09,Job Transfer,No,Samantha Pierce,2224
2225, ,Kick,Broker,No,12.52,12.64,,,Samantha Pierce,2225
2226,Accepted Offer,Available,Bulk,No,8.87,22.85,Job Transfer,No,Priya Sharma,2226
2227,Neww, ,Internal,,11.5,15.97,,No,Jason Miller,2227
2228,Neww,Kick,Internal,,5.02,11.88,,,David Thompson,2228
2229,Reviewed, ,Bulk,No,16.03,26.92,Investor Sale,,Amit Kumar,2229
2230, ,Close, MLS,Yes,2.41,13.35,,,Jessica Lin,2230
2231,Accepted Offer,Close, MLS,No,13.91,14.85,Downsizing,Yes,Samantha Pierce,2231
2232,Null,Always Kick,Internal,Yes,12.42,17.23,Job Transfer,Yes,Jason Miller,2232
2233,Offered,Null,Broker,,3.34,13.96,Job Transfer,,Jason Miller,2233
2234,Reviewed,Cancelled,M.L.S.,Yes,16.05,20.89,Investor Sale,,Emily Patel,2234
2235,Reviewed, ,Bulk,,19.6,12.16,,No,Emily Patel,2235
2236,Closed, ,M.L.S.,,18.67,18.95,Downsizing,No,Jason Miller,2236
2237,Neww,Null,M.L.S.,No,12.75,29.24,Downsizing,No,Amit Kumar,2237
2238,Neww,Close, MLS,No,13.42,9.63,,,Priya Sharma,2238
2239,Reviewed,Null,Opendoor,Yes,3.87,12.36,Investor Sale,No,Emily Patel,2239
2240, ,Closed,Broker,No,13.84,25.21,Job Transfer,No,David Thompson,2240
2241,Neww,Pending,Opendoor,No,19.38,5.55,Job Transfer,No,Priya Sharma,2241
2242,New, Close ,M.L.S.,,15.73,14.87,Job Transfer,No,David Thompson,2242
2243,Closed,Kick,Bulk,No,9.75,24.52,Downsizing,,Michael Chen,2243
2244, ,Cancel,Opendoor,Yes,11.49,29.67,,No,David Thompson,2244
2245, Closed,Cancel, MLS,Yes,16.72,25.63,Job Transfer,Yes,Samantha Pierce,2245
2246,Null,Pend,Opendoor,No,10.13,15.94,Investor Sale,No,Jason Miller,2246
2247,Neww,Cancelled,Auction.com,Yes,7.76,16.82,Downsizing,No,Luis Garcia,2247
2248,Closed,Pending,M.L.S.,Yes,11.25,29.94,Downsizing,,Amit Kumar,2248
2249,New,Cancelled,M.L.S.,Yes,10.16,29.95,,Yes,Priya Sharma,2249
2250,Closed,Available,Broker,No,14.54,14.89,Investor Sale,Yes,Emily Patel,2250
2251,Neww,Cancelled,M.L.S.,,15.28,29.38,Investor Sale,,Luis Garcia,2251
2252,Reviewed,Always Kick, MLS,No,8.44,20.38,Downsizing,,Emily Patel,2252
2253,Cancelled, ,M L S,No,16.12,16.66,,,Jason Miller,2253
2254,Neww,Closed, MLS,No,19.29,24.53,Investor Sale,Yes,Jason Miller,2254
2255,Closed, Close ,Opendoor,Yes,7.1,17.27,Job Transfer,No,Michael Chen,2255
2256, Closed, Close ,Internal,,15.74,7.69,Downsizing,No,Emily Patel,2256
2257,New,Pending,Internal,No,15.99,9.41,Job Transfer,,Luis Garcia,2257
2258,Null, ,Opendoor,No,13.41,19.07,Downsizing,Yes,Luis Garcia,2258
2259,Cancelled,Cancel,Internal,No,8.04,26.7,Job Transfer,Yes,Priya Sharma,2259
2260, ,Kick,Auction.com,,4.7,25.25,Job Transfer,No,Samantha Pierce,2260
2261,Accepted Offer, Close ,Opendoor,,10.26,15.55,Downsizing,,Jessica Lin,2261
2262, Closed,Closed,Bulk,,16.44,8.87,Job Transfer,,Luis Garcia,2262
2263,Closed,Pend,Broker,No,12.64,11.7,Investor Sale,,Michael Chen,2263
2264,Reviewed,Cancel,Internal,,3.81,13.88,Job Transfer,No,Jessica Lin,2264
2265, Closed,Available, MLS,,19.6,7.87,Downsizing,No,Samantha Pierce,2265
2266,Offered, ,Bulk,No,4.54,25.8,Investor Sale,Yes,David Thompson,2266
2267,Neww,Available,M.L.S.,,16.26,21.74,Investor Sale,No,David Thompson,2267
2268,Neww,Cancel,Opendoor,No,15.82,5.76,Investor Sale,,Sophia Williams,2268
2269,Cancelled,Pend,Internal,,8.77,14.6,Job Transfer,No,Jessica Lin,2269
2270, Closed,Available,M L S,,2.98,17.94,Downsizing,Yes,David Thompson,2270
2271,Closed, Close ,Opendoor,No,13.46,23.84,Job Transfer,,Jessica Lin,2271
2272, ,Close,Auction.com,No,19.97,13.78,Job Transfer,No,Amit Kumar,2272
2273,New,Pend,M.L.S.,,16.13,24.81,Job Transfer,Yes,Jason Miller,2273
2274,New,Pending,M L S,Yes,3.97,23.11,Downsizing,No,Emily Patel,2274
2275, ,Pending,Internal,,5.99,13.87,Job Transfer,,David Thompson,2275
2276,Accepted Offer,Cancelled,Opendoor,Yes,3.71,8.86,,Yes,David Thompson,2276
2277,Null,Cancelled,Internal,,3.0,19.8,Downsizing,,Amit Kumar,2277
2278,Null,Kick,Opendoor,Yes,12.92,17.08,Investor Sale,,Luis Garcia,2278
2279,Cancelled, Close ,Auction.com,,6.26,18.76,,,Sophia Williams,2279
2280,Cancelled, , MLS,,3.1,9.0,Downsizing,No,Michael Chen,2280
2281,Neww,Available,Internal,Yes,4.91,28.05,Investor Sale,No,Luis Garcia,2281
2282, ,Kick,M L S,No,7.0,24.13,Job Transfer,,Emily Patel,2282
2283,Offered,Pending,Internal,,10.92,5.71,Job Transfer,No,Jason Miller,2283
2284, ,Available,Internal,Yes,11.07,28.8,Job Transfer,,Priya Sharma,2284
2285, Closed,Available,Bulk,Yes,14.83,13.8,Investor Sale,No,David Thompson,2285
2286,New,Pending,Auction.com,,16.19,7.89,Downsizing,Yes,Luis Garcia,2286
2287,New,Cancel,Broker,,15.67,19.59,,No,Sophia Williams,2287
2288,Neww,Close,M L S,Yes,5.81,6.99,Job Transfer,No,Emily Patel,2288
2289,New,Always Kick,Internal,,18.4,9.42,Downsizing,,Michael Chen,2289
2290,Cancelled, ,Internal,,7.27,28.87,Investor Sale,No,Luis Garcia,2290
2291,Cancelled,Close,Broker,Yes,3.41,21.68,Investor Sale,No,Jessica Lin,2291
2292, ,Cancel,Auction.com,Yes,16.12,23.22,,Yes,Luis Garcia,2292
2293, ,Cancel,Broker,No,7.67,8.99,Job Transfer,No,Priya Sharma,2293
