Property_Title,Address,Reviewed_Status,Most_Recent_Status,Source,Market,Occupancy,Flood,Street_Address,City,State,Zip,Property_Type,Highway,Train,Tax_Rate,SQFT_Basement,HTW,Pool,Commercial,Water,Sewage,Year_Built,SQFT_MU,SQFT_Total,Parking,Bed,Bath,BasementYesNo,Layout,Net_Yield,IRR,Rent_Restricted,Neighborhood_Rating,Previous_Rent,List_Price,Zestimate,ARV,Expected_Rent,Rent_Zestimate,Low_FMR,High_FMR,HOA,Underwriting_Rehab,Rehab_Calculation,Paint,Flooring_Flag,Foundation_Flag,Roof_Flag,HVAC_Flag,Kitchen_Flag,Bathroom_Flag,Appliances_Flag,Windows_Flag,Landscaping_Flag,Trashout_Flag,Latitude,Longitude,Subdivision,Taxes,Redfin_Value,Selling_Reason,Seller_Retained_Broker,HOA_Flag,Final_Reviewer,School_Average
"4051 Gutierrez Underpass Lake Laurenview, IL 35630","4051 Gutierrez Underpass Lake Laurenview, IL 35630",Null,Close,M L S,Florida,Yes,,4051 Gutierrez Underpass,Lake Laurenview,IL,35630,Condo,Far,Far,1.83,933,,No,Yes,Well,,1991,1217,5538,Garage,1,4,,Split,4.31,7.39,No,5,3474,365413,448727,403935,1147,3173,771,1552,39,4155,34889,No,,Yes,,Yes,,No,Yes,Yes,Yes,,35.995057,-76.133461,Tunnel,7223,381691,Investor Sale,Yes,Yes,Jason Miller,9.12
"8852 Carl Mount Suite 425 Georgeport, PA 14505","8852 Carl Mount Suite 425 Georgeport, PA 14505",New,Always Kick,MLS,Chicgo,No,Flood Zone,8852 Carl Mount Suite 425,Georgeport,PA,14505,Single Family Home,Far,Far,2.79,1294,No,,No,City,,1994,517,2933,Garage,2,1,No,Split,8.15,7.43,,3,1272,181272,466301,517544,1683,1371,1297,2225,168,29728,2480,Yes,,No,,Yes,No,Yes,No,No,No,No,36.737479,-109.217112,Lake,5400,251510,Downsizing,Yes,,Jason Miller,7.97
"44278 Bowman Plaza Apt. 926 Grantland, MS 28648","44278 Bowman Plaza Apt. 926 Grantland, MS 28648",Accepted Offer, ,Bulk,Florida,Yes,Minimal Flood,44278 Bowman Plaza Apt. 926,Grantland,MS,28648,Single Family Home,,Far,2.21,1126,No,No,No,,City,2009,3297,2321,Driveway,4,2,,Colonial,11.94,17.65,Yes,1,3299,331944,478051,548825,968,3083,1808,2222,347,48743,60574,Yes,No,,Yes,No,,Yes,Yes,Yes,,,40.855629,-117.051953,Summit,5926,461589,,Yes,No,Michael Chen,4.19
"29417 Lopez Rest Apt. 505 Jasonburgh, MI 11715","29417 Lopez Rest Apt. 505 Jasonburgh, MI 11715",Cancelled,Pend,Bulk,Florida,Yes,Minimal Flood,29417 Lopez Rest Apt. 505,Jasonburgh,MI,11715,Condo,Far,Near,3.24,1850,No,No,Yes,,,1956,537,1557,Driveway,5,2,Yes,Split,4.76,19.8,,4,1446,410183,478479,141859,2418,1970,946,3065,92,98482,701,,Yes,,,Yes,No,No,No,Yes,Yes,,41.76959,-88.489246,Turnpike,1541,277116,Investor Sale,Yes,,Sophia Williams,8.15
"052 David Course Tannerstad, NJ 67924","052 David Course Tannerstad, NJ 67924",Closed,Kick,M L S,Chicago,Yes,Minimal Flood,052 David Course,Tannerstad,NJ,67924,Condo,,,1.59,61,,Yes,,Well,Septic,2024,2910,2512,,2,3,,Split,4.23,8.23,Yes,4,1091,281856,178000,456255,1506,2307,1996,3033,399,44558,96345,No,Yes,Yes,No,,No,Yes,No,,No,No,39.545372,-82.10403,Stravenue,7559,329412,,Yes,No,Sophia Williams,8.29
"9105 Gutierrez Circles Apt. 910 Benjaminhaven, AK 72315","9105 Gutierrez Circles Apt. 910 Benjaminhaven, AK 72315",Cancelled,Kick,Auction.com,Florida,Yes,Minimal Flood,9105 Gutierrez Circles Apt. 910,Benjaminhaven,AK,72315,Townhouse,Near,,1.28,1172,,Yes,Yes,City,City,1967,1248,9334,,4,4,Yes,Ranch,10.84,6.72,,2,2464,211625,241779,191746,2212,1338,1371,1241,311,44628,87995,Yes,Yes,No,Yes,No,,,Yes,No,Yes,Yes,37.892626,-100.235861,Bypass,6932,135516,Job Transfer,,Yes,Emily Patel,6.31
"03870 Reed Summit Apt. 659 Lake Kristi, NJ 74331","03870 Reed Summit Apt. 659 Lake Kristi, NJ 74331",Reviewed,Kick,Broker,Tampa,No,,03870 Reed Summit Apt. 659,Lake Kristi,NJ,74331,Townhouse,,,1.23,1424,Yes,Yes,,City,City,2003,1632,6337,Driveway,1,4,,Ranch,7.44,15.81,Yes,3,1015,266384,97459,251879,1424,2180,852,1910,116,47022,20345,No,,,No,No,No,No,Yes,,,Yes,35.135304,-73.719005,Cove,7621,456837,,No,,Jessica Lin,4.42
"877 Boyd Stravenue Davidtown, RI 69408","877 Boyd Stravenue Davidtown, RI 69408",Offered,Cancelled,Broker,Dalas,No,Flood Zone,877 Boyd Stravenue,Davidtown,RI,69408,Townhouse,Far,Near,3.28,12,No,No,No,,Septic,1979,641,9761,Driveway,6,1,No,Colonial,6.49,5.34,No,3,1224,136981,383945,563362,3150,1482,1200,3411,85,14842,32089,,,,No,,No,Yes,,No,,Yes,37.461907,-102.77911,Mountains,6410,309594,Investor Sale,No,Yes,Sophia Williams,3.19
"0243 Laura Land East Daniel, GU 18714","0243 Laura Land East Daniel, GU 18714",Reviewed,Close,MLS,Florida,No,,0243 Laura Land,East Daniel,GU,18714,SFR,Far,,3.38,1755,Yes,No,No,Well,,1980,715,2925,Garage,5,2,,Ranch,5.13,9.56,Yes,4,3454,178887,527474,453620,1021,2151,1366,1458,402,1900,16065,,No,,Yes,Yes,,,No,Yes,,Yes,33.531898,-100.354501,Road,3012,361431,,No,,Emily Patel,8.92
"92347 Brianna Street Haleyville, CT 95664","92347 Brianna Street Haleyville, CT 95664", ,Closed,Bulk,Florida,Yes,Minimal Flood,92347 Brianna Street,Haleyville,CT,95664,Duplex,,Near,2.89,24,,,No,City,,1980,1467,6624,Garage,1,4,,Colonial,5.57,11.6,No,5,3090,100976,396325,559972,2504,1892,1152,2065,385,17450,6713,Yes,Yes,,No,Yes,No,No,Yes,,No,No,34.382945,-74.078834,Mountain,5162,104080,,Yes,No,Jessica Lin,4.4
"32712 Pratt Union Apt. 881 East Maria, MH 24933","32712 Pratt Union Apt. 881 East Maria, MH 24933",Reviewed,Always Kick,Internal, ,Yes,Flood Zone,32712 Pratt Union Apt. 881,East Maria,MH,24933,Single Family Home,,Near,1.34,1420,,No,No,City,,1950,1810,3939,,6,1,No,Colonial,7.13,16.73,Yes,5,1120,410537,259700,479041,2020,3973,1177,2871,244,39069,54917,,Yes,No,Yes,No,Yes,No,No,,Yes,,34.374208,-97.12388,Valleys,1529,568477,Investor Sale,Yes,No,Priya Sharma,5.51
"54360 Joshua Springs Vincentburgh, NV 96336","54360 Joshua Springs Vincentburgh, NV 96336",Accepted Offer,Pend,Internal,Atlanta,,,54360 Joshua Springs,Vincentburgh,NV,96336,Townhouse,Far,,3.19,1509,,No,Yes,,Septic,1958,500,7521,,1,4,,Split,9.92,19.62,No,5,2025,372422,466868,277837,1883,2709,1648,2753,76,91250,36955,,Yes,No,,No,No,No,Yes,,No,No,40.636081,-97.289839,Divide,9311,187906,Downsizing,Yes,No,Emily Patel,9.6
"5270 Everett Cliff Suite 146 Williamsberg, AL 63901","5270 Everett Cliff Suite 146 Williamsberg, AL 63901",New,Null,Broker,Dallas,Yes,,5270 Everett Cliff Suite 146,Williamsberg,AL,63901,Townhouse,,,1.47,1114,,,No,,,1987,3155,8608,,4,2,,,5.29,11.34,Yes,4,2972,468452,97531,378781,1761,3475,1855,2651,47,25996,67670,No,No,Yes,No,Yes,No,,No,No,Yes,,40.312339,-98.886912,Forges,5431,345836,Investor Sale,,,Jason Miller,6.62
"61741 Chaney Plain Port Anthony, WV 59300","61741 Chaney Plain Port Anthony, WV 59300",Offered,Pend,Opendoor,Tampa,Yes,Flood Zone,61741 Chaney Plain,Port Anthony,WV,59300,Duplex,Far,Far,1.26,424,,,,,Septic,2007,3264,3031,Street,1,3,,Ranch,11.21,19.88,Yes,2,1484,434927,411691,447559,974,1227,1421,2104,121,70536,26035,Yes,,No,,No,Yes,Yes,No,,Yes,No,37.122766,-89.953459,Keys,8150,435344,Downsizing,Yes,Yes,Emily Patel,5.49
"51721 Hernandez Radial East Nicoleberg, GU 05059","51721 Hernandez Radial East Nicoleberg, GU 05059",Offered,Pend,Opendoor,Florida,,Flood Zone,51721 Hernandez Radial,East Nicoleberg,GU,05059,Duplex,,Far,3.4,1145,No,No,No,City,City,1972,1639,8231,Driveway,5,3,,Ranch,10.38,5.75,Yes,5,2508,323533,319331,340178,2806,1310,1378,2393,225,29798,57607,,Yes,Yes,No,Yes,Yes,,Yes,,No,,39.46822,-78.408089,Square,7716,419369,Job Transfer,,,Emily Patel,7.21
"314 Oconnell Junction Apt. 201 North Jamesburgh, NV 10187","314 Oconnell Junction Apt. 201 North Jamesburgh, NV 10187",Reviewed,Cancelled,M L S,Atlanta,Yes,,314 Oconnell Junction Apt. 201,North Jamesburgh,NV,10187,SFR,Near,Near,1.19,1345,,Yes,,,Septic,1967,1097,2759,Garage,3,3,Yes,Colonial,11.66,17.8,,5,3416,131555,397756,502652,1411,1435,1758,3449,275,78293,1673,No,Yes,,Yes,,,Yes,Yes,No,No,No,35.123177,-82.857887,Inlet,3267,462301,Downsizing,No,Yes,Michael Chen,8.5
"1149 Robinson Burgs New Kennethbury, ME 68807","1149 Robinson Burgs New Kennethbury, ME 68807",Closed,Available,Bulk,Chicgo,Yes,Minimal Flood,1149 Robinson Burgs,New Kennethbury,ME,68807,Single Family Home,,,1.58,1438,No,Yes,,,Septic,1958,3497,8358,Driveway,3,4,No,Ranch,7.87,15.1,,1,1202,235084,267040,369534,1626,2898,982,1715,346,5756,18521,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,Yes,39.313001,-107.354948,Wall,7016,558596,Job Transfer,,Yes,Jason Miller,9.38
"6621 Johnson Crossroad Suite 313 Lake Devinland, RI 14678","6621 Johnson Crossroad Suite 313 Lake Devinland, RI 14678",Cancelled,Close,MLS,Tampa,Yes,Flood Zone,6621 Johnson Crossroad Suite 313,Lake Devinland,RI,14678,Single Family Home,,,2.67,1758,No,No,Yes,City,,2005,1989,1437,Street,4,1,,Ranch,10.9,11.32,,1,2637,179771,287179,133615,2191,1685,1509,2107,442,21705,31477,,No,,Yes,,,Yes,,No,Yes,No,41.260783,-87.541773,Roads,2459,262198,Downsizing,No,Yes,Jason Miller,9.63
"09258 York Summit Apt. 217 South Tamiside, HI 50260","09258 York Summit Apt. 217 South Tamiside, HI 50260",Cancelled,Close,Auction.com,Chicgo,,Flood Zone,09258 York Summit Apt. 217,South Tamiside,HI,50260,Single Family Home,Near,,1.04,1214,,,No,,Septic,1995,1398,6604,,6,2,No,,11.69,12.77,,5,2002,106829,518578,201720,1977,3247,1560,1388,163,79675,38972,No,,,Yes,,Yes,Yes,,No,Yes,No,40.89104,-100.061088,Gardens,3934,270649,Investor Sale,,Yes,David Thompson,5.89
"2733 Alyssa Plain Lake Stephanieville, NH 53523","2733 Alyssa Plain Lake Stephanieville, NH 53523",Cancelled,Kick,Opendoor,Chicgo,No,,2733 Alyssa Plain,Lake Stephanieville,NH,53523,Duplex,Near,,2.94,1431,,No,,City,Septic,2001,554,1419,Street,4,2,No,Split,4.4,6.69,Yes,1,1216,294379,306482,190272,2993,3096,1768,1150,203,39175,65961,No,No,Yes,,No,,No,,Yes,No,Yes,35.348431,-95.982532,Corner,6504,393176,Downsizing,Yes,,Luis Garcia,6.65
"61576 Laura Green Apt. 730 North Christine, PA 52007","61576 Laura Green Apt. 730 North Christine, PA 52007",Cancelled,Available,MLS,Dallas,No,Flood Zone,61576 Laura Green Apt. 730,North Christine,PA,52007,Duplex,Far,Far,3.17,1497,,Yes,No,,Septic,2018,710,7098,Garage,2,4,Yes,Ranch,3.42,16.39,,4,3337,214893,547593,591807,938,2206,1527,3299,342,46216,16259,,Yes,Yes,No,Yes,,,,Yes,,,38.457067,-101.358894,Manors,5375,106989,Investor Sale,No,No,Samantha Pierce,4.94
"67871 Sarah Garden Suite 190 New Karenchester, NY 98825","67871 Sarah Garden Suite 190 New Karenchester, NY 98825", , ,M L S,Chicgo,Yes,Minimal Flood,67871 Sarah Garden Suite 190,New Karenchester,NY,98825,Condo,,Far,1.73,984,No,,No,Well,Septic,1977,2417,3344,Driveway,3,2,No,Split,10.09,11.01,Yes,1,937,241103,427334,189518,1608,3415,1433,2047,190,71638,46183,,,,No,Yes,No,No,,No,Yes,No,33.310128,-107.354526,Circle,3538,150593,Job Transfer,No,Yes,Amit Kumar,5.66
"23566 Clark Ferry Suite 043 Jamesburgh, CO 52295","23566 Clark Ferry Suite 043 Jamesburgh, CO 52295", ,Pending,M L S,Chicago,No,Flood Zone,23566 Clark Ferry Suite 043,Jamesburgh,CO,52295,Single Family Home,Near,Near,1.04,1835,,No,No,,Septic,2008,2560,5293,Street,3,1,,Split,3.07,17.22,Yes,5,1802,141768,269819,278906,2947,3875,1817,2552,423,10270,83534,Yes,,No,No,No,Yes,,Yes,Yes,,No,40.143203,-73.470657,Stravenue,8827,389298,Downsizing,Yes,,Emily Patel,6.54
"5776 Johnson Crossroad Apt. 969 Karenshire, DE 99794","5776 Johnson Crossroad Apt. 969 Karenshire, DE 99794",New, ,Bulk,Dallas,Yes,,5776 Johnson Crossroad Apt. 969,Karenshire,DE,99794,Condo,,,2.89,801,Yes,,Yes,City,,2018,3149,1102,Garage,5,2,No,,8.87,13.46,No,2,918,498143,301080,346688,3200,1692,1408,2588,237,57768,55067,Yes,Yes,Yes,,Yes,No,Yes,Yes,,Yes,No,34.586833,-109.859688,Forge,5253,206084,Investor Sale,Yes,,Jason Miller,7.23
"9754 Blake Fort Suite 971 East Martin, TX 50056","9754 Blake Fort Suite 971 East Martin, TX 50056",New,Close,Auction.com,Florida,,,9754 Blake Fort Suite 971,East Martin,TX,50056,Condo,Near,Near,1.39,1428,No,Yes,,Well,City,2002,3188,4719,Street,6,1,,,3.08,14.4,No,3,1406,193727,206433,501398,2640,3217,782,2964,393,44447,69599,,,,No,,Yes,,No,Yes,No,No,40.578787,-109.077998,Corner,5558,588382,Job Transfer,,,Amit Kumar,9.45
"04332 Fisher Path South Vanessastad, NC 95872","04332 Fisher Path South Vanessastad, NC 95872", ,Cancelled,Bulk, ,,,04332 Fisher Path,South Vanessastad,NC,95872,Duplex,Near,,3.27,66,Yes,,Yes,Well,Septic,1996,2598,3056,,4,4,No,Ranch,3.86,8.81,No,5,1139,157634,216165,433104,1226,2601,967,3222,305,58960,94069,,No,No,No,,,,,Yes,No,,36.508412,-82.344454,Center,6812,302721,,No,,Emily Patel,3.23
"955 Cooley Hollow New Sandra, MH 62987","955 Cooley Hollow New Sandra, MH 62987",Reviewed,Always Kick,Opendoor,Dalas,Yes,Minimal Flood,955 Cooley Hollow,New Sandra,MH,62987,Single Family Home,Far,Far,1.84,1429,,No,No,City,City,1967,938,9700,Garage,3,1,No,Split,5.98,14.59,Yes,2,1163,426292,135401,444922,3342,2963,1912,2423,486,10663,37147,Yes,,No,,,,No,Yes,,No,,33.37812,-112.615215,Burgs,5062,422729,Investor Sale,,No,Luis Garcia,4.71
"4435 Gonzalez Circles Callahanburgh, OH 30649","4435 Gonzalez Circles Callahanburgh, OH 30649",Null,Cancelled,MLS,Chicgo,No,Flood Zone,4435 Gonzalez Circles,Callahanburgh,OH,30649,Duplex,,Near,2.16,393,Yes,Yes,Yes,,,1997,1101,4674,Driveway,3,1,Yes,Colonial,10.78,18.82,No,1,1609,234567,392486,388543,3104,3874,1462,2665,177,33634,79566,,,Yes,Yes,No,No,,,,Yes,No,35.126488,-107.847038,Mission,5715,493254,Downsizing,Yes,,Luis Garcia,5.18
"43900 Brian Land Lake Kelly, GU 55809","43900 Brian Land Lake Kelly, GU 55809", ,Close,MLS,Florida,Yes,Flood Zone,43900 Brian Land,Lake Kelly,GU,55809,Duplex,,Far,2.76,1957,No,,No,City,City,2001,3172,1972,Driveway,2,3,Yes,Ranch,5.54,15.03,No,4,1653,226739,272041,158795,1767,2813,1920,3374,294,43900,80767,Yes,,Yes,Yes,,No,Yes,,,,,39.9413,-84.676659,Roads,6893,234952,Job Transfer,Yes,Yes,Samantha Pierce,6.64
"8111 Hudson Drive Suite 712 North Michaelburgh, MT 37324","8111 Hudson Drive Suite 712 North Michaelburgh, MT 37324",New,Always Kick,M L S,Tampa,Yes,Minimal Flood,8111 Hudson Drive Suite 712,North Michaelburgh,MT,37324,Duplex,Near,Far,3.15,1639,No,,Yes,Well,,2004,1909,3380,Garage,2,2,No,Colonial,6.07,6.02,No,3,1369,335569,326644,307572,1617,2565,1764,1960,130,74120,22897,,No,,Yes,,,,No,,Yes,Yes,39.13264,-78.910152,Mill,7035,420735,Investor Sale,No,,Samantha Pierce,3.84
"1759 Kerri Burg Suite 581 Davidtown, WV 77976","1759 Kerri Burg Suite 581 Davidtown, WV 77976",New,Pend,Internal, ,No,Minimal Flood,1759 Kerri Burg Suite 581,Davidtown,WV,77976,Duplex,Far,Far,3.1,707,,Yes,,Well,Septic,1989,1723,9953,,1,3,Yes,Split,11.15,16.66,,2,836,181193,119357,332449,2668,2664,1142,2291,337,17372,55284,,Yes,,,No,,No,No,No,Yes,No,34.269064,-95.643099,Parkways,1507,270419,Job Transfer,No,No,Jessica Lin,9.8
"562 Marvin Canyon Nelsonstad, CT 89330","562 Marvin Canyon Nelsonstad, CT 89330",New,Cancelled,Bulk,Florida,Yes,,562 Marvin Canyon,Nelsonstad,CT,89330,Condo,,Far,2.01,540,Yes,No,Yes,,City,2016,2318,9221,Garage,6,2,Yes,,8.26,15.97,,1,1278,462195,205967,438539,1086,1438,1847,3154,244,35957,25752,,No,,No,,Yes,Yes,No,Yes,,Yes,41.026347,-110.375522,Field,9547,294188,Investor Sale,,,Priya Sharma,3.84
"20330 Pamela Forest Joshualand, WY 91221","20330 Pamela Forest Joshualand, WY 91221",Closed,Kick,Broker, ,,Minimal Flood,20330 Pamela Forest,Joshualand,WY,91221,Single Family Home,,Far,2.55,113,No,,,Well,Septic,1999,557,9622,Driveway,4,3,No,Split,7.88,18.48,Yes,4,2417,329440,392353,301741,1735,2286,1341,2311,50,91433,87221,No,,Yes,Yes,Yes,Yes,Yes,,No,No,No,38.385943,-98.918254,Isle,5100,228183,,,,Samantha Pierce,9.75
"110 Rubio Shoals Younghaven, NH 18920","110 Rubio Shoals Younghaven, NH 18920", ,Pending,MLS, ,,,110 Rubio Shoals,Younghaven,NH,18920,Condo,,Far,1.66,213,Yes,Yes,,City,,2024,2170,6515,Driveway,5,3,Yes,Split,8.67,18.98,Yes,3,846,229554,264740,463599,1140,2062,1548,2990,60,85923,32991,,,Yes,,,Yes,Yes,No,No,,No,36.055961,-89.237363,Bypass,5220,420282,,,Yes,Priya Sharma,9.45
"4375 Gomez Mount North Georgeside, NE 41640","4375 Gomez Mount North Georgeside, NE 41640",Cancelled,Available,MLS,Chicago,No,Minimal Flood,4375 Gomez Mount,North Georgeside,NE,41640,Townhouse,Near,Near,1.4,753,,,No,,,1967,1075,9055,Street,5,2,No,Ranch,9.94,13.76,,2,2629,332205,188690,510887,2105,3283,885,2548,400,36496,71151,,,Yes,,No,Yes,,No,No,No,,36.544546,-98.119081,Roads,7470,544897,Investor Sale,,Yes,Michael Chen,8.36
"904 Jose Square South Jennifer, PR 02780","904 Jose Square South Jennifer, PR 02780",Offered,Null,MLS,Atlanta,,,904 Jose Square,South Jennifer,PR,02780,Townhouse,Far,Far,3.19,720,No,Yes,Yes,,Septic,2011,961,7961,Garage,5,4,Yes,Split,7.63,10.25,No,5,2788,438236,237356,368904,1915,2931,782,3421,294,45789,7456,,Yes,Yes,No,Yes,Yes,,,Yes,,,39.855017,-114.069179,Green,2231,482910,,Yes,No,Michael Chen,6.26
"3310 Phillips Avenue Apt. 308 West Danieltown, PA 29532","3310 Phillips Avenue Apt. 308 West Danieltown, PA 29532", ,Pend,M L S,Chicgo,,Minimal Flood,3310 Phillips Avenue Apt. 308,West Danieltown,PA,29532,SFR,Far,,1.72,106,,Yes,,,,1986,2833,8969,Driveway,2,4,No,,7.35,8.17,,2,1605,273882,250024,148485,1363,2129,961,2118,199,70182,4907,No,No,Yes,,No,,No,,Yes,No,No,37.541519,-87.142817,Bridge,2301,117361,Downsizing,No,Yes,Luis Garcia,9.33
"2928 Meyer Parkway Apt. 129 Melissastad, NJ 31806","2928 Meyer Parkway Apt. 129 Melissastad, NJ 31806",Null,Always Kick,MLS,Atlanta,No,,2928 Meyer Parkway Apt. 129,Melissastad,NJ,31806,Condo,Far,Near,3.42,1902,,,Yes,Well,City,1992,3241,8421,Street,2,1,No,,5.77,9.43,Yes,3,3267,424244,173213,525271,3028,2553,1863,3102,134,40107,22428,No,Yes,Yes,,,,No,Yes,Yes,,No,33.231089,-77.319599,Estate,1695,234156,,,,Emily Patel,6.34
"78342 Beasley Harbors Suite 082 New Amandaland, MO 60715","78342 Beasley Harbors Suite 082 New Amandaland, MO 60715",Accepted Offer, ,M L S,Tampa,,Minimal Flood,78342 Beasley Harbors Suite 082,New Amandaland,MO,60715,Duplex,,Near,2.99,456,,No,Yes,City,City,1976,3138,9728,Driveway,5,1,Yes,,5.6,8.35,Yes,5,3072,169150,173259,237569,1750,1577,1621,1745,211,10262,25618,,,No,No,,No,No,No,,No,,41.49616,-85.587924,Hollow,1551,458103,Job Transfer,No,No,Priya Sharma,6.12
"64414 Brenda Greens Suite 669 Port Daniellefort, AL 74792","64414 Brenda Greens Suite 669 Port Daniellefort, AL 74792",Reviewed,Pend,Broker,Dalas,Yes,Minimal Flood,64414 Brenda Greens Suite 669,Port Daniellefort,AL,74792,Duplex,,,1.07,1403,Yes,,,City,City,1991,2853,5766,Street,4,1,Yes,Split,9.43,9.42,No,4,1312,98338,349233,164686,2612,3526,1033,1321,126,93853,14066,,,,,No,Yes,,Yes,,Yes,No,39.274053,-94.58684,Ford,3790,391280,Investor Sale,Yes,No,Samantha Pierce,7.87
"508 Mark Stravenue Suite 265 West Eric, OK 17067","508 Mark Stravenue Suite 265 West Eric, OK 17067",Offered,Available,MLS,Dalas,,Flood Zone,508 Mark Stravenue Suite 265,West Eric,OK,17067,SFR,Far,Near,2.55,199,,,No,Well,City,1984,2049,5036,,6,4,Yes,Ranch,7.04,12.42,Yes,3,2455,214004,420473,356012,1830,2536,1305,2097,296,35404,12612,No,Yes,Yes,Yes,,,No,Yes,Yes,No,Yes,38.268569,-84.582979,Gateway,2143,598445,,,No,Luis Garcia,7.68
"19132 Brittany Stravenue Huffmanburgh, FM 16875","19132 Brittany Stravenue Huffmanburgh, FM 16875",Cancelled,Null,MLS, ,,Flood Zone,19132 Brittany Stravenue,Huffmanburgh,FM,16875,Townhouse,Near,Near,2.37,270,Yes,Yes,No,Well,,2011,2283,7244,Garage,2,3,Yes,,3.24,6.05,Yes,5,1613,126632,118988,112878,2395,2754,1920,3100,277,37970,54461,,No,No,,Yes,No,Yes,Yes,Yes,No,,35.987025,-94.137935,Cliff,9771,596288,Downsizing,,,Jason Miller,8.47
"97101 Nancy Mount Suite 445 Johnbury, ME 71729","97101 Nancy Mount Suite 445 Johnbury, ME 71729",Accepted Offer,Null,Broker,Chicago,No,,97101 Nancy Mount Suite 445,Johnbury,ME,71729,Townhouse,Far,,2.23,403,No,Yes,,,,1958,1783,5032,,4,1,Yes,,4.45,7.85,No,4,2731,202664,466351,481928,1214,2250,1684,3184,353,23272,77459,Yes,Yes,Yes,,,No,Yes,Yes,No,,,39.899491,-109.094179,Rapid,2236,403253,,No,,Sophia Williams,9.6
"05356 Catherine Camp Apt. 757 East Danielle, PW 39872","05356 Catherine Camp Apt. 757 East Danielle, PW 39872",Cancelled,Available,MLS,Chicgo,No,Flood Zone,05356 Catherine Camp Apt. 757,East Danielle,PW,39872,SFR,Near,Near,2.27,792,Yes,,No,,Septic,2000,2681,1262,Driveway,2,1,No,Ranch,9.44,19.5,,3,1360,294233,348666,127021,1813,2515,886,1197,1,64298,949,,Yes,,No,Yes,,No,No,No,Yes,Yes,41.6407,-116.221542,Underpass,9752,313539,Investor Sale,,No,Michael Chen,8.49
"341 Warren Street Suite 930 West Cindyburgh, DC 26052","341 Warren Street Suite 930 West Cindyburgh, DC 26052",Closed,Kick,MLS,Dallas,No,Flood Zone,341 Warren Street Suite 930,West Cindyburgh,DC,26052,Duplex,Near,Near,2.67,1996,No,,Yes,,Septic,1955,672,1536,Garage,1,3,,Ranch,10.87,15.8,Yes,5,2404,285211,215482,201935,1064,3401,1081,2306,212,96927,11154,Yes,No,No,No,,Yes,Yes,Yes,,No,No,41.087532,-114.834737,Brooks,3398,227888,Downsizing,No,,Amit Kumar,9.14
"5816 Santiago Dam South Danielland, FM 04844","5816 Santiago Dam South Danielland, FM 04844",Null, ,Opendoor,Dallas,No,Flood Zone,5816 Santiago Dam,South Danielland,FM,04844,Single Family Home,Near,,1.11,580,Yes,No,No,City,Septic,1969,759,8384,,5,4,Yes,Ranch,6.81,18.66,Yes,3,3446,191175,178807,213543,2533,3900,1171,1695,470,45114,76493,Yes,,No,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,37.82364,-89.673154,Path,4258,570208,Job Transfer,No,Yes,Michael Chen,3.24
"425 Sharp Ville Apt. 232 East Karastad, WA 04195","425 Sharp Ville Apt. 232 East Karastad, WA 04195",Closed,Kick,MLS,Chicago,,Minimal Flood,425 Sharp Ville Apt. 232,East Karastad,WA,04195,Single Family Home,Near,,3.09,1690,,No,,,City,1960,1240,3164,Driveway,3,4,Yes,Ranch,3.7,10.98,,4,3069,488259,99088,214670,3090,3488,1239,1576,71,75047,80095,No,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,No,38.319606,-88.834179,Stream,6293,234858,Downsizing,,Yes,David Thompson,4.9
"4858 Scott Shoals Suite 143 North Samanthabury, FL 42003","4858 Scott Shoals Suite 143 North Samanthabury, FL 42003", ,Pending,Auction.com,Dalas,Yes,Minimal Flood,4858 Scott Shoals Suite 143,North Samanthabury,FL,42003,Duplex,Far,Far,3.0,1745,No,No,,City,Septic,2017,1443,6666,Garage,1,4,Yes,Split,10.29,8.39,Yes,2,1780,265941,203639,503349,3288,2476,1665,2110,458,68383,29688,Yes,,,No,Yes,Yes,Yes,Yes,No,,No,39.071792,-109.327221,Square,5476,366368,Investor Sale,Yes,,Jessica Lin,7.64
"04068 Stewart River Suite 745 New Daniel, GA 90294","04068 Stewart River Suite 745 New Daniel, GA 90294",Reviewed,Cancelled,Broker,Tampa,,Minimal Flood,04068 Stewart River Suite 745,New Daniel,GA,90294,Single Family Home,Near,Near,1.37,788,Yes,No,Yes,City,City,2010,2866,1047,Street,4,2,No,Split,6.66,5.0,,2,2571,425731,329497,97589,3476,3810,1127,3097,438,79536,30064,,No,,No,Yes,No,Yes,No,Yes,No,No,38.929932,-102.178831,Skyway,4501,567542,Investor Sale,No,No,David Thompson,7.36
"551 Wells Gardens Apt. 028 Wallerstad, FL 74140","551 Wells Gardens Apt. 028 Wallerstad, FL 74140",Cancelled,Closed,Auction.com,Dallas,Yes,Flood Zone,551 Wells Gardens Apt. 028,Wallerstad,FL,74140,Duplex,,,2.88,94,,No,No,,,1979,1519,1206,,2,4,Yes,,8.98,8.88,Yes,4,2390,491656,155586,342382,2771,1821,985,1700,132,83945,219,No,Yes,,,Yes,No,Yes,,Yes,Yes,,36.772357,-104.143944,Extensions,4876,379275,Investor Sale,No,,Sophia Williams,5.91
